Survived,Pclass,Sex,Age,SibSp,Parch,Has_Cabin,FamilySize,IsAlone,Fare_log,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
0,3,0,22.0,1,0,0,2,0,2.1102132003465894,False,True,False,True,False,False,False,True,False,False
1,1,1,38.0,1,0,1,2,0,4.2805931204649,False,False,False,False,True,False,False,False,True,False
1,3,1,26.0,0,0,0,1,1,2.188856327665703,False,True,True,False,False,False,False,True,False,False
1,1,1,35.0,1,0,1,2,0,3.9908341858524357,False,True,False,False,True,False,False,True,False,False
0,3,0,35.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.246892662898172,True,False,False,True,False,False,False,True,False,False
0,1,0,54.0,0,0,1,1,1,3.967694202798607,False,True,False,True,False,False,False,False,True,False
0,3,0,2.0,3,1,0,5,0,3.0944457464900235,False,True,False,False,False,False,False,False,False,False
1,3,1,27.0,0,2,0,3,0,2.495953738718064,False,True,False,False,True,False,False,True,False,False
1,2,1,14.0,1,0,0,2,0,3.436268471383741,False,False,False,False,True,False,True,False,False,False
1,3,1,4.0,1,1,1,3,0,2.8735646395797834,False,True,True,False,False,False,False,False,False,False
1,1,1,58.0,0,0,1,1,1,3.3160025355989236,False,True,True,False,False,False,False,False,True,False
0,3,0,20.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,39.0,1,5,0,7,0,3.4742929367327062,False,True,False,True,False,False,False,False,True,False
0,3,1,14.0,0,0,0,1,1,2.180891922715322,False,True,True,False,False,False,True,False,False,False
1,2,1,55.0,0,0,0,1,1,2.833213344056216,False,True,False,False,True,False,False,False,True,False
0,3,0,2.0,4,1,0,6,0,3.405355391810819,True,False,False,False,False,False,False,False,False,False
1,2,0,29.0,0,0,0,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
0,3,1,31.0,1,0,0,2,0,2.9444389791664403,False,True,False,False,True,False,False,True,False,False
1,3,1,24.0,0,0,0,1,1,2.1071782966514356,False,False,False,False,True,False,False,True,False,False
0,2,0,35.0,0,0,0,1,1,3.295836866004329,False,True,False,True,False,False,False,True,False,False
1,2,0,34.0,0,0,1,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
1,3,1,15.0,0,0,0,1,1,2.2004637699272855,True,False,True,False,False,False,True,False,False,False
1,1,0,28.0,0,0,1,1,1,3.597312260588446,False,True,False,True,False,False,False,True,False,False
0,3,1,8.0,3,1,0,5,0,3.0944457464900235,False,True,True,False,False,False,False,False,False,False
1,3,1,38.0,1,5,0,7,0,3.4777725458882283,False,True,False,False,True,False,False,False,True,False
0,3,0,24.0,0,0,0,1,1,2.1071782966514356,False,False,False,True,False,False,False,True,False,False
0,1,0,19.0,3,2,1,6,0,5.575949103146316,False,True,False,True,False,False,False,True,False,False
1,3,1,24.0,0,0,0,1,1,2.1837114628556327,True,False,True,False,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,True,False,False
0,1,0,40.0,0,0,0,1,1,3.357621598945279,False,False,False,False,False,True,False,False,True,False
1,1,1,37.0,1,0,1,2,0,4.993969182787072,False,False,False,False,True,False,False,False,True,False
1,3,1,24.0,0,0,0,1,1,2.169053700369523,True,False,True,False,False,False,False,True,False,False
0,2,0,66.0,0,0,0,1,1,2.4423470353692043,False,True,False,True,False,False,False,False,False,True
0,1,0,28.0,1,0,0,2,0,4.420896324687287,False,False,False,True,False,False,False,True,False,False
0,1,0,42.0,1,0,0,2,0,3.970291913552122,False,True,False,True,False,False,False,False,True,False
1,3,0,24.0,0,0,0,1,1,2.1076888046179385,False,False,False,True,False,False,False,True,False,False
0,3,0,21.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,1,18.0,2,0,0,3,0,2.9444389791664403,False,True,True,False,False,False,True,False,False,False
1,3,1,14.0,1,0,0,2,0,2.5048481563289,False,False,True,False,False,False,True,False,False,False
0,3,1,40.0,1,0,0,2,0,2.348991465808201,False,True,False,False,True,False,False,False,True,False
0,2,1,27.0,1,0,0,2,0,3.091042453358316,False,True,False,False,True,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.1855792552411137,False,False,False,True,False,False,False,True,False,False
1,2,1,3.0,1,2,0,4,0,3.7513658711253766,False,False,True,False,False,False,False,False,False,False
1,3,1,19.0,0,0,0,1,1,2.1837114628556327,True,False,True,False,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,1,0,0,2,0,2.803360380906535,True,False,False,True,False,False,False,True,False,False
1,3,1,24.0,0,0,0,1,1,2.169053700369523,True,False,True,False,False,False,False,True,False,False
0,3,0,24.0,2,0,0,3,0,3.1214482048688246,False,False,False,True,False,False,False,True,False,False
0,3,1,18.0,1,0,0,2,0,2.9338568698359038,False,True,False,False,True,False,True,False,False,False
0,3,0,7.0,4,1,0,6,0,3.705920919968788,False,True,False,False,False,False,False,False,False,False
0,3,0,21.0,0,0,0,1,1,2.174751721484161,False,True,False,True,False,False,False,True,False,False
1,1,1,49.0,1,0,1,2,0,4.353230991152628,False,False,False,False,True,False,False,False,True,False
1,2,1,29.0,1,0,0,2,0,3.295836866004329,False,True,False,False,True,False,False,True,False,False
0,1,0,65.0,0,1,1,2,0,4.142804513146981,False,False,False,True,False,False,False,False,False,True
1,1,0,37.0,0,0,1,1,1,3.597312260588446,False,True,False,True,False,False,False,False,True,False
1,2,1,21.0,0,0,0,1,1,2.4423470353692043,False,True,True,False,False,False,False,True,False,False
0,3,0,28.5,0,0,0,1,1,2.1076888046179385,False,False,False,True,False,False,False,True,False,False
1,2,1,5.0,1,2,0,4,0,3.3586377672433594,False,True,True,False,False,False,False,False,False,False
0,3,0,11.0,5,2,0,8,0,3.8691155044168695,False,True,False,False,False,False,False,False,False,False
0,3,0,22.0,0,0,0,1,1,2.1076888046179385,False,False,False,True,False,False,False,True,False,False
1,1,1,38.0,0,0,1,1,1,4.394449154672439,False,True,True,False,False,False,False,False,True,False
0,1,0,45.0,1,0,1,2,0,4.436455632600354,False,True,False,True,False,False,False,False,True,False
0,3,0,4.0,3,2,0,6,0,3.3638415951183864,False,True,False,False,False,False,False,False,False,False
0,1,0,37.0,0,0,0,1,1,3.357621598945279,False,False,False,True,False,False,False,False,True,False
1,3,0,24.0,1,1,0,3,0,2.7878344138303452,False,False,False,False,False,False,False,True,False,False
1,2,1,29.0,0,0,1,1,1,2.4423470353692043,False,True,False,False,True,False,False,True,False,False
0,3,0,19.0,0,0,0,1,1,2.2146605719425225,False,True,False,True,False,False,False,True,False,False
1,3,1,17.0,4,2,0,7,0,2.188856327665703,False,True,True,False,False,False,True,False,False,False
0,3,0,26.0,2,0,0,3,0,2.2682524139135403,False,True,False,True,False,False,False,True,False,False
0,2,0,32.0,0,0,0,1,1,2.4423470353692043,False,True,False,True,False,False,False,True,False,False
0,3,1,16.0,5,2,0,8,0,3.8691155044168695,False,True,True,False,False,False,True,False,False,False
0,2,0,21.0,0,0,0,1,1,4.310799125385514,False,True,False,True,False,False,False,True,False,False
0,3,0,26.0,1,0,0,2,0,2.737880811060884,False,False,False,True,False,False,False,True,False,False
1,3,0,32.0,0,0,0,1,1,4.05171190165724,False,True,False,True,False,False,False,True,False,False
0,3,0,25.0,0,0,1,1,1,2.157559320943788,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
1,2,0,0.83,0,2,0,3,0,3.4011973816621555,False,True,False,False,False,False,False,False,False,False
1,3,1,30.0,0,0,0,1,1,2.600836116795061,False,True,True,False,False,False,False,True,False,False
0,3,0,22.0,0,0,0,1,1,2.302585092994046,False,True,False,True,False,False,False,True,False,False
1,3,0,29.0,0,0,0,1,1,2.3513752571634776,False,True,False,True,False,False,False,True,False,False
1,3,1,24.0,0,0,0,1,1,2.1733302571367834,True,False,True,False,False,False,False,True,False,False
0,1,0,28.0,0,0,0,1,1,3.8732821771117156,False,True,False,True,False,False,False,True,False,False
1,2,1,17.0,0,0,0,1,1,2.4423470353692043,False,True,True,False,False,False,True,False,False,False
1,3,1,33.0,3,0,0,4,0,2.8243506567983707,False,True,False,False,True,False,False,True,False,False
0,3,0,16.0,1,3,0,5,0,3.5660053559634015,False,True,False,True,False,False,True,False,False,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
1,1,1,23.0,3,2,1,6,0,5.575949103146316,False,True,True,False,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,29.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,20.0,0,0,0,1,1,2.180891922715322,False,True,False,True,False,False,False,True,False,False
0,1,0,46.0,1,0,1,2,0,4.1299529896894684,False,True,False,True,False,False,False,False,True,False
0,3,0,26.0,1,2,0,4,0,3.0715352369694915,False,True,False,True,False,False,False,True,False,False
0,3,0,59.0,0,0,0,1,1,2.1102132003465894,False,True,False,True,False,False,False,False,True,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,1,0,71.0,0,0,1,1,1,3.57386695198272,False,False,False,True,False,False,False,False,False,True
1,1,0,23.0,0,1,1,2,0,4.164465907853638,False,False,False,True,False,False,False,True,False,False
1,2,1,34.0,0,1,0,2,0,3.1780538303479458,False,True,False,False,True,False,False,True,False,False
0,2,0,34.0,1,0,0,2,0,3.295836866004329,False,True,False,True,False,False,False,True,False,False
0,3,1,28.0,0,0,0,1,1,2.1855792552411137,False,True,True,False,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,True,False,False
0,1,0,21.0,0,1,1,2,0,4.360387947851531,False,True,False,True,False,False,False,True,False,False
0,3,0,33.0,0,0,0,1,1,2.267393053825037,False,True,False,True,False,False,False,True,False,False
0,3,0,37.0,2,0,0,3,0,2.188856327665703,False,True,False,True,False,False,False,False,True,False
0,3,0,28.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,True,False,False
1,3,1,21.0,0,0,0,1,1,2.157559320943788,False,True,True,False,False,False,False,True,False,False
1,3,0,24.0,0,0,0,1,1,2.1719067693519296,False,True,False,True,False,False,False,True,False,False
0,3,0,38.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,False,True,False
1,3,1,24.0,1,0,0,2,0,3.224857896545748,True,False,True,False,False,False,False,True,False,False
0,1,0,47.0,0,0,1,1,1,3.970291913552122,False,True,False,True,False,False,False,False,True,False
0,3,1,14.5,1,0,0,2,0,2.737880811060884,False,False,True,False,False,False,True,False,False,False
0,3,0,22.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,1,20.0,1,0,0,2,0,2.3818582738885534,False,True,True,False,False,False,False,True,False,False
0,3,1,17.0,0,0,0,1,1,2.738146075922933,False,False,True,False,False,False,True,False,False,False
0,3,0,21.0,0,0,0,1,1,2.188856327665703,False,True,False,True,False,False,False,True,False,False
0,3,0,70.5,0,0,0,1,1,2.169053700369523,True,False,False,True,False,False,False,False,False,True
0,2,0,29.0,1,0,0,2,0,3.091042453358316,False,True,False,True,False,False,False,True,False,False
0,1,0,24.0,0,1,1,2,0,5.515526544247129,False,False,False,True,False,False,False,True,False,False
0,3,1,2.0,4,2,0,7,0,3.4742929367327062,False,True,True,False,False,False,False,False,False,False
0,2,0,21.0,2,0,0,3,0,4.310799125385514,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,2,0,32.5,1,0,0,2,0,3.436268471383741,False,False,False,True,False,False,False,True,False,False
1,2,1,32.5,0,0,1,1,1,2.6390573296152584,False,True,True,False,False,False,False,True,False,False
0,1,0,54.0,0,1,1,2,0,4.360387947851531,False,True,False,True,False,False,False,False,True,False
1,3,0,12.0,1,0,0,2,0,2.5048481563289,False,False,False,False,False,False,False,False,False,False
0,3,0,24.0,0,0,0,1,1,2.169053700369523,True,False,False,True,False,False,False,True,False,False
1,3,0,24.0,0,0,0,1,1,2.0969990034181696,False,True,False,True,False,False,False,True,False,False
1,3,1,24.0,1,1,1,3,0,3.1509523813392697,False,False,True,False,False,False,False,True,False,False
0,3,0,45.0,0,0,0,1,1,2.076311648670908,False,True,False,True,False,False,False,False,True,False
0,3,0,33.0,0,0,0,1,1,2.1855792552411137,False,False,False,True,False,False,False,True,False,False
0,3,0,20.0,0,0,0,1,1,2.085672091430472,False,True,False,True,False,False,False,True,False,False
0,3,1,47.0,1,0,0,2,0,2.740840023925201,False,True,False,False,True,False,False,False,True,False
1,2,1,29.0,1,0,0,2,0,3.295836866004329,False,True,False,False,True,False,False,True,False,False
0,2,0,25.0,0,0,0,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
0,2,0,23.0,0,0,0,1,1,2.775447133088262,False,False,False,True,False,False,False,True,False,False
1,1,1,19.0,0,2,1,3,0,3.3062747934011893,False,True,True,False,False,False,False,True,False,False
0,1,0,37.0,1,0,1,2,0,3.9908341858524357,False,True,False,True,False,False,False,False,True,False
0,3,0,16.0,0,0,0,1,1,2.3240236363515288,False,True,False,True,False,False,True,False,False,False
0,1,0,24.0,0,0,1,1,1,4.384523514872469,False,False,False,True,False,False,False,True,False,False
0,3,1,24.0,0,2,0,3,0,2.7878344138303452,False,False,False,False,True,False,False,True,False,False
1,3,1,22.0,0,0,0,1,1,2.169053700369523,False,True,True,False,False,False,False,True,False,False
1,3,1,24.0,1,0,0,2,0,2.8243506567983707,False,True,False,False,True,False,False,True,False,False
0,3,0,19.0,0,0,0,1,1,2.0476928433652555,True,False,False,True,False,False,False,True,False,False
0,2,0,18.0,0,0,0,1,1,2.5257286443082556,False,True,False,True,False,False,True,False,False,False
0,2,0,19.0,1,1,0,3,0,3.6309854756950335,False,True,False,True,False,False,False,True,False,False
1,3,0,27.0,0,0,0,1,1,2.174274334826008,False,True,False,True,False,False,False,True,False,False
0,3,1,9.0,2,2,0,5,0,3.5660053559634015,False,True,True,False,False,False,False,False,False,False
0,2,0,36.5,0,2,1,3,0,3.295836866004329,False,True,False,True,False,False,False,False,True,False
0,2,0,42.0,0,0,0,1,1,2.6390573296152584,False,True,False,False,False,True,False,False,True,False
0,2,0,51.0,0,0,0,1,1,2.6045398247325453,False,True,False,False,False,True,False,False,True,False
1,1,1,22.0,1,0,1,2,0,4.213607983048918,False,True,False,False,True,False,False,True,False,False
0,3,0,55.5,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,False,True,False
0,3,0,40.5,0,2,0,3,0,2.740840023925201,False,True,False,True,False,False,False,False,True,False
0,3,0,24.0,0,0,0,1,1,2.1177604059819726,False,True,False,True,False,False,False,True,False,False
0,1,0,51.0,0,1,0,2,0,4.133231886474144,False,False,False,True,False,False,False,False,True,False
1,3,1,16.0,0,0,0,1,1,2.167143305297764,True,False,True,False,False,False,True,False,False,False
0,3,0,30.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,0,0,0,1,1,2.2682524139135403,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,8,2,0,11,0,4.256321678298823,False,True,False,False,False,False,False,True,False,False
0,3,0,44.0,0,1,0,2,0,2.8390784635086144,False,True,False,True,False,False,False,False,True,False
1,2,1,40.0,0,0,0,1,1,2.8183982582710754,False,True,False,False,True,False,False,False,True,False
0,3,0,26.0,0,0,0,1,1,2.1719067693519296,False,True,False,True,False,False,False,True,False,False
0,3,0,17.0,0,0,0,1,1,2.2682524139135403,False,True,False,True,False,False,True,False,False,False
0,3,0,1.0,4,1,0,6,0,3.705920919968788,False,True,False,False,False,False,False,False,False,False
1,3,0,9.0,0,2,0,3,0,3.0692150503137943,False,True,False,False,False,False,False,False,False,False
1,1,1,37.0,0,1,1,2,0,4.02535169073515,False,True,False,False,True,False,False,False,True,False
0,3,1,45.0,1,4,0,6,0,3.3638415951183864,False,True,False,False,True,False,False,False,True,False
0,1,0,37.0,0,0,0,1,1,3.2930552230424524,False,True,False,True,False,False,False,False,True,False
0,3,0,28.0,0,0,0,1,1,4.05171190165724,False,True,False,True,False,False,False,True,False,False
0,1,0,61.0,0,0,1,1,1,3.5409593240373143,False,True,False,True,False,False,False,False,False,True
0,3,0,4.0,4,1,0,6,0,3.405355391810819,True,False,False,False,False,False,False,False,False,False
1,3,1,1.0,1,1,0,3,0,2.495953738718064,False,True,True,False,False,False,False,False,False,False
0,3,0,21.0,0,0,0,1,1,2.188856327665703,False,True,False,True,False,False,False,True,False,False
0,1,0,56.0,0,0,1,1,1,3.4561841799918147,False,False,False,True,False,False,False,False,True,False
0,3,0,18.0,1,1,0,3,0,2.180891922715322,False,True,False,True,False,False,True,False,False,False
0,3,0,24.0,3,1,0,5,0,3.275887339030031,False,True,False,False,False,False,False,True,False,False
0,1,1,50.0,0,0,1,1,1,3.391567832686312,False,False,True,False,False,False,False,False,True,False
0,2,0,30.0,0,0,0,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
0,3,0,36.0,0,0,0,1,1,0.0,False,True,False,True,False,False,False,False,True,False
0,3,1,24.0,8,2,0,11,0,4.256321678298823,False,True,True,False,False,False,False,True,False,False
0,2,0,29.0,0,0,0,1,1,2.775708849576025,False,False,False,True,False,False,False,True,False,False
0,3,0,9.0,4,2,0,7,0,3.4777725458882283,False,True,False,False,False,False,False,False,False,False
1,2,0,1.0,2,1,1,4,0,3.6888794541139363,False,True,False,False,False,False,False,False,False,False
1,3,1,4.0,0,2,0,3,0,3.1365805821413706,False,True,True,False,False,False,False,False,False,False
0,1,0,37.0,0,0,1,1,1,3.9318256327243257,False,True,False,True,False,False,False,False,True,False
1,3,1,24.0,1,0,0,2,0,2.803360380906535,True,False,False,False,True,False,False,True,False,False
1,1,0,45.0,0,0,0,1,1,3.3160025355989236,False,True,False,True,False,False,False,False,True,False
0,3,0,40.0,1,1,0,3,0,2.803360380906535,True,False,False,True,False,False,False,False,True,False
0,3,0,36.0,0,0,0,1,1,2.1855792552411137,False,True,False,True,False,False,False,False,True,False
1,2,1,32.0,0,0,0,1,1,2.6390573296152584,False,True,False,False,True,False,False,True,False,False
0,2,0,19.0,0,0,0,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
1,3,1,19.0,1,0,0,2,0,2.180891922715322,False,True,True,False,False,False,False,True,False,False
1,2,0,3.0,1,1,1,3,0,3.295836866004329,False,True,False,False,False,False,False,False,False,False
1,1,1,44.0,0,0,1,1,1,3.357621598945279,False,False,False,False,True,False,False,False,True,False
1,1,1,58.0,0,0,1,1,1,4.993969182787072,False,False,True,False,False,False,False,False,True,False
0,3,0,24.0,0,0,0,1,1,2.169053700369523,True,False,False,True,False,False,False,True,False,False
0,3,0,42.0,0,1,0,2,0,2.2411563979973974,False,True,False,True,False,False,False,False,True,False
1,3,1,24.0,0,0,0,1,1,2.169053700369523,True,False,True,False,False,False,False,True,False,False
0,2,1,24.0,0,0,0,1,1,2.6390573296152584,False,True,True,False,False,False,False,True,False,False
0,3,0,28.0,0,0,0,1,1,2.3513752571634776,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,8,2,0,11,0,4.256321678298823,False,True,False,True,False,False,False,True,False,False
0,3,0,34.0,0,0,0,1,1,2.0143428636837015,False,True,False,True,False,False,False,True,False,False
0,3,0,45.5,0,0,0,1,1,2.1071782966514356,False,False,False,True,False,False,False,False,True,False
1,3,0,18.0,0,0,0,1,1,2.2027647577118348,False,True,False,True,False,False,True,False,False,False
0,3,1,2.0,0,1,1,2,0,2.4390808375825834,False,True,True,False,False,False,False,False,False,False
0,3,0,32.0,1,0,0,2,0,2.8243506567983707,False,True,False,True,False,False,False,True,False,False
1,3,0,26.0,0,0,0,1,1,2.9850504252071306,False,False,False,True,False,False,False,True,False,False
1,3,1,16.0,0,0,0,1,1,2.169053700369523,True,False,True,False,False,False,True,False,False,False
1,1,0,40.0,0,0,1,1,1,3.4657359027997265,False,False,False,True,False,False,False,False,True,False
0,3,0,24.0,0,0,0,1,1,2.085672091430472,False,True,False,True,False,False,False,True,False,False
1,2,1,35.0,0,0,0,1,1,3.091042453358316,False,True,True,False,False,False,False,True,False,False
0,3,0,22.0,0,0,0,1,1,2.1102132003465894,False,True,False,True,False,False,False,True,False,False
0,2,0,30.0,0,0,0,1,1,2.6390573296152584,False,True,False,True,False,False,False,True,False,False
0,3,0,24.0,1,0,0,2,0,2.169053700369523,True,False,False,True,False,False,False,True,False,False
1,1,1,31.0,1,0,1,2,0,4.738607824217808,False,False,True,False,False,False,False,True,False,False
1,3,1,27.0,0,0,0,1,1,2.188856327665703,False,True,True,False,False,False,False,True,False,False
0,2,0,42.0,1,0,0,2,0,3.332204510175204,False,True,False,True,False,False,False,False,True,False
1,1,1,32.0,0,0,1,1,1,4.347586575960343,False,False,True,False,False,False,False,True,False,False
0,2,0,30.0,0,0,0,1,1,2.4423470353692043,False,True,False,True,False,False,False,True,False,False
